280.0	4.7309e-23	83865.22202033977
280.5	1.2307e-21	83966.38947939899
281.0	5.6895e-21	84067.5569384582
281.5	1.5662e-19	84168.72439751742
282.0	1.1946e-18	84384.54962548701
282.5	4.5436e-18	84731.7125552073
283.0	1.8452e-17	85078.87548492762
283.5	3.536e-17	85426.0384146479
284.0	7.267e-16	85889.16007227816
284.5	2.4856e-15	86448.61607524686
285.0	8.0142e-15	87008.07207821557
285.5	4.2613e-14	87567.52808118427
286.0	1.3684e-13	88242.77426078035
286.5	8.3823e-13	89000.29937362632
287.0	2.7367e-12	89757.82448647227
287.5	1.0903e-11	90515.34959931823
288.0	6.2337e-11	91384.07068753835
288.5	1.7162e-10	92337.6169124048
289.0	5.6265e-10	93291.16313727127
289.5	2.0749e-09	94244.70936213773
290.0	6.0168e-09	95294.87715670784
290.5	1.3783e-08	96449.92549921064
291.0	3.5052e-08	97604.97384171345
291.5	1.0913e-07	98760.02218421626
292.0	2.683e-07	99957.4123596604
292.5	4.2685e-07	101234.48639556489
293.0	8.6466e-07	102511.56043146939
293.5	2.2707e-06	103788.6344673739
294.0	4.1744e-06	105063.61182124236
294.5	6.5911e-06	106325.83482876295
295.0	1.229e-05	107588.05783628355
295.5	2.7826e-05	108850.28084380414
296.0	4.7904e-05	110112.50385132473
296.5	7.1345e-05	111226.60638500152
297.0	9.68e-05	112322.11226024029
297.5	0.00018608	113417.61813547905
298.0	0.00028988	114513.12401071782
298.5	0.00035789	115498.40263624206
299.0	0.00049211	116396.86427058972
299.5	0.00086068	117295.3259049374
300.0	0.0010205	118193.78753928508
300.5	0.001245	119061.59257369408
301.0	0.00193	119790.81353990434
301.5	0.0026914	120520.03450611458
302.0	0.0029209	121249.25547232483
302.5	0.004284	121978.47643853506
303.0	0.0070945	122594.92481724758
303.5	0.0089795	123171.36361178284
304.0	0.0094701	123747.80240631812
304.5	0.011953	124324.24120085339
305.0	0.016463	124868.2037273495
305.5	0.018719	125292.8253010626
306.0	0.018577	125717.4468747757
306.5	0.021108	126142.06844848882
307.0	0.027849	126566.69002220193
307.5	0.035635	126916.98345441367
308.0	0.037837	127224.88049640204
308.5	0.04143	127532.77753839042
309.0	0.040534	127840.6745803788
309.5	0.043306	128148.57162236719
310.0	0.050939	128408.39658534672
310.5	0.06554	128666.98713216539
